PassengerId,Survived,Pclass,SibSp,Gender,AgeFill,FareFill
863,0,3,8,0,21.5,69.55
864,0,2,0,1,24,13
865,1,2,0,0,42,13
866,1,2,1,0,27,13.8583
867,0,1,0,1,31,50.4958
868,0,3,0,1,25,9.5
869,1,3,1,1,4,11.1333
870,0,3,0,1,26,7.8958
871,1,1,1,0,47,52.5542
872,0,1,0,1,33,5
873,0,3,0,1,47,9
874,1,2,1,0,28,24
875,1,3,0,0,15,7.225
876,0,3,0,1,20,9.8458
877,0,3,0,1,19,7.8958
878,0,3,0,1,25,7.8958
879,1,1,0,0,56,83.1583
880,1,2,0,0,25,26
881,0,3,0,1,33,7.8958
882,0,3,0,0,22,10.5167
883,0,2,0,1,28,10.5
884,0,3,0,1,25,7.05
885,0,3,0,0,39,29.125
886,0,2,0,1,27,13
887,1,1,0,0,19,30
888,0,3,1,0,21.5,23.45
889,1,1,0,1,26,30
890,0,3,0,1,32,7.75
